"","REPORT_DATE","X","INCIDENT_ID_KS","KS_COMPLEX_NAME","COMPLEX_FLAG","LTFS_DAY","LTFS_FIRE","REPORT_YEAR","INCIDENT_NUMBER","ST_INCNUM","REPORT_DOY","HOUR","INCIDENT_NAME","START_YEAR","START_DATE","START_DOY","START_DATE_CORRECTED","START_DOY_CORRECTED","STATUS","AREA","AREA_MEASUREMENT","TYPE_INC","SUPPRESSION_METHOD","IC_NAME","IMT_TYPE","IMT_TYPE_DESCRIPTION","CAUSE","CAUSE_DESCR","COUNTY","LATITUDE","LONGITUDE","LL_QC","UN_USTATE","UN_UNITID","NWCG_UNITID","GACC","UnitType","Department","Agency","OWNERSHIP_STATE","OWNERSHIP_UNITID","P_CONTAIN","PERCENT_MMA","EXP_CONTAIN","LINE_TO_BUILD","LINE_MEASUREMENT","EST_CONTROL","DEMOBE_START","CONTROLLED_DATE","INJURIES_TO_DATE","INJURIES","FATALITIES","EVACUATION_IN_PROGRESS","NO_EVACUATION","POTENTIAL","NO_LIKELY","C_WIND_SPEED","C_WIND_DIRECTION","C_TEMP","C_TEMPH","C_TEMPL","C_RH","C_RHL","C_RHH","F_WIND_SPEED","F_WIND_DIRECTION","F_TEMP","F_TEMPL","F_TEMPH","F_RH","F_RHL","F_RHH","PRIMARY_FUEL_MODEL","GROWTH_POTENTIAL","TERRAIN","GACC_PRIORITY","DISPATCH_PRIORITY","UNIT_TYPE","ST_INC","ST_UNIT","FSCLASS","MAX_AREA_INC","FSCLASS_INC","AREA_Log","SUPPRESSION_BI","SUPP_DECREASE","SUPP_MIX","IMT_NUM","SUPPNUM","INC_ID","LOG_AREA","npl","DURATION","IMT_RANK","INCIDENT_I","lat","lon","usaf.x","stn_name.x","UYDOY","usaf.y","stn_name.y","YEAR","MONTH","DAY","YDAY","YEARMODA","ELEV_M","TEMP","DEWP","VISIB","WDSP","MXSPD","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"3021","5-Sep-12",2463,"2012_MT-CES-000515_PINE CREEK",NA,NA,NA,NA,2012,"MT-CES-000515","MT",249,1630,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8000,"ACRES","WF","FS","Greg Poncin","1","Type 1 Team","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",45,"P",NA,2500,"FEET",NA,"4-Sep-12",NA,2,NA,0,"N","Y","N","N",82,"W",116,69,69,27,10,10,138,"W",215,60,55,50,10,11,10,"Medium","Extreme",3,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"FS",1,0,1,1,457,8.5173931714189,3,82,"B","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 249",726798,"MISSION FIELD AIRPORT",2012,9,5,249,"2012-09-05",1415.2,14.7,-0.6,16.1,5.1,11.3,0,0,0,0,0,0,0.6,1.7,35.3
"3022","6-Sep-12",2498,"2012_MT-CES-000515_PINE CREEK",NA,NA,NA,NA,2012,"MT-CES-000515","MT",250,1633,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8000,"ACRES","WF","FS","Greg Poncin","1","Type 1 Team","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",45,"P",NA,0,"FEET",NA,"4-Sep-12",NA,2,0,0,"N","N","Y","N",281,"E",67,51,51,89,32,32,26,"N",180,55,50,90,13,14,10,"Medium","Extreme",3,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"FS",1,0,1,1,457,8.5173931714189,3,82,"B","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 250",726798,"MISSION FIELD AIRPORT",2012,9,6,250,"2012-09-06",1415.2,15.1,-0.2,16.1,4.4,8.2,0,0,0,0,0,0,0.6,1.7,35.3
"3023","7-Sep-12",2525,"2012_MT-CES-000515_PINE CREEK",NA,NA,NA,NA,2012,"MT-CES-000515","MT",251,1500,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8000,"ACRES","WF","FS","Greg Poncin","1","Type 1 Team","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",51,"P",NA,0,"MILES",NA,"9-Sep-12",NA,2,0,0,"N","N","Y","N",94,"SW",81,57,57,81,28,28,268,"W/SW",228,62,57,35,8,9,10,"Medium","Extreme",3,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"FS",1,0,1,1,457,8.5173931714189,3,82,"B","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 251",726798,"MISSION FIELD AIRPORT",2012,9,7,251,"2012-09-07",1415.2,13.2,3.2,16.1,2.8,7.2,0,1,0,0,0,0,0.8,1.5,53.3
"3024","8-Sep-12",2557,"2012_MT-CES-000515_PINE CREEK",NA,NA,NA,NA,2012,"MT-CES-000515","MT",252,1715,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8000,"ACRES","WF","FS","Greg Poncin","1","Type 1 Team","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",51,"P",NA,0,"MILES",NA,"9-Sep-12",NA,2,0,0,"N","N","Y","N",47,"SW",125,74,74,6,6,6,103,"SW",262,71,66,3,3,3,10,"Medium","Extreme",4,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"FS",1,0,1,1,457,8.5173931714189,3,82,"B","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 252",726798,"MISSION FIELD AIRPORT",2012,9,8,252,"2012-09-08",1415.2,15.3,-3.7,16.1,2.2,4.1,0,0,0,0,0,0,0.5,1.7,29.4
"3025","9-Sep-12",2568,"2012_MT-CES-000515_PINE CREEK",NA,NA,NA,NA,2012,"MT-CES-000515","MT",253,1025,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8050,"ACRES","WF","FS","Greg Juvan","4","Type 3 IC","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",51,"P",NA,1000,"FEET",NA,"9-Sep-12",NA,2,0,0,"N","N","Y","N",63,"SW",113,68,68,33,11,11,234,"SW",239,64,64,73,5,12,10,"Medium","Extreme",NA,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"FS",1,0,4,1,457,8.5173931714189,3,82,"D","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 253",726798,"MISSION FIELD AIRPORT",2012,9,9,253,"2012-09-09",1415.2,19.6,-3.7,16.1,4.6,11.8,0,0,0,0,0,0,0.5,2.3,21.7
"3026","12-Sep-12",2621,"2012_MT-CES-000515_PINE CREEK",NA,NA,1,NA,2012,"MT-CES-000515","MT",256,1500,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8509,"ACRES","WF","PZ","Greg Juvan","4","Type 3 IC","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",49,"P",NA,0,"FEET",NA,"9-Sep-12",NA,2,NA,0,"N","Y","N","N",23,"SW",73,54,54,3,3,3,286,"s",202,58,53,35,8,9,10,"Medium","Extreme",NA,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"NFS",1,0,4,3,457,8.5173931714189,3,82,"D","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 256",726798,"MISSION FIELD AIRPORT",2012,9,12,256,"2012-09-12",1415.2,9.2,-10.8,16.1,3.2,7.2,0,0,0,0,0,0,0.3,1.2,25
"3027","20-Sep-12",2889,"2012_MT-CES-000515_PINE CREEK",NA,NA,1,NA,2012,"MT-CES-000515","MT",264,1900,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",5850,"ACRES","WF","PZ","Greg Juvan","4","Type 3 IC","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",49,"P",NA,NA,"FEET",NA,"9-Sep-12",NA,2,0,0,"N","N","N","N",62,"SW",106,65,65,6,6,6,97,"SW",197,57,52,35,8,9,10,"Low","Extreme",NA,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"NFS",1,0,4,3,457,8.5173931714189,3,82,"D","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 264",726798,"MISSION FIELD AIRPORT",2012,9,20,264,"2012-09-20",1415.2,15.8,-2.8,14,3.9,8.2,0,0,0,0,0,0,0.5,1.8,27.8
"3028","23-Sep-12",2916,"2012_MT-CES-000515_PINE CREEK",NA,NA,1,NA,2012,"MT-CES-000515","MT",267,1023,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8530,"ACRES","WF","PZ","Greg Juvan","4","Type 3 IC","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",49,"P",NA,NA,"FEET",NA,"9-Sep-12",NA,2,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Low","Extreme",NA,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"NFS",1,0,4,3,457,8.5173931714189,3,82,"D","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 267",726798,"MISSION FIELD AIRPORT",2012,9,23,267,"2012-09-23",1415.2,15.4,-0.4,16.1,3.2,8.2,0,0,0,0,0,0,0.6,1.7,35.3
"3029","27-Sep-12",2978,"2012_MT-CES-000515_PINE CREEK",NA,NA,1,NA,2012,"MT-CES-000515","MT",271,1800,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8688,"ACRES","WF","PZ","Greg Juvan","4","Type 3 IC","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",80,"P",NA,0,"FEET",NA,"9-Sep-12",NA,2,0,0,"N","N","N","N",239,"SW",106,65,65,38,12,12,330,"SW",166,53,48,76,12,13,10,"Low","Extreme",NA,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"NFS",1,0,4,3,457,8.5173931714189,3,82,"D","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 271",726798,"MISSION FIELD AIRPORT",2012,9,27,271,"2012-09-27",1415.2,14.7,3.2,16.1,2.6,7.7,0,0,0,0,0,0,0.8,1.7,47.1
"3030","4-Oct-12",3083,"2012_MT-CES-000515_PINE CREEK",NA,NA,1,NA,2012,"MT-CES-000515","MT",278,900,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8750,"ACRES","WF","PZ","Jeff Shanafelt","5","Type 4 IC","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",85,"P",NA,0,"FEET",NA,"9-Sep-12",NA,2,0,0,"N","N","N","Y",13,"W",28,27,26,113,50,50,19,"SW",25,20,15,250,49,49,10,"Low","Extreme",NA,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"NFS",1,0,5,3,457,8.5173931714189,2,82,"E","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 278",726798,"MISSION FIELD AIRPORT",2012,10,4,278,"2012-10-04",1415.2,2.1,-1.2,13.8,4.1,7.2,1,1,1,0,0,0,0.6,0.7,85.7
"3031","12-Oct-12",3202,"2012_MT-CES-000515_PINE CREEK",NA,NA,1,NA,2012,"MT-CES-000515","MT",286,1600,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8750,"ACRES","WF","PZ","Jeff Shanafelt","5","Type 4 IC","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",90,"P",NA,0,"FEET",NA,"9-Sep-12",NA,2,0,0,"N","N","N","Y",217,"SW",61,48,48,78,27,27,97,"SW",92,40,35,198,32,33,10,"Low","Extreme",NA,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"NFS",1,0,5,3,457,8.5173931714189,2,82,"E","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 286",726798,"MISSION FIELD AIRPORT",2012,10,12,286,"2012-10-12",1415.2,9.1,-0.8,14.2,5.6,11.3,1,0,0,0,0,0,0.6,1.2,50
"3032","18-Oct-12",3246,"2012_MT-CES-000515_PINE CREEK",NA,NA,1,NA,2012,"MT-CES-000515","MT",292,1500,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8800,"ACRES","WF","PZ","Jeff Shanafelt","5","Type 4 IC","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",90,"P",NA,0,"FEET",NA,"9-Sep-12",NA,2,NA,0,"N","N","N","Y",62,"SW",46,38,37,78,27,27,97,"SW",48,30,25,175,27,28,10,"Low","Extreme",NA,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"NFS",1,0,5,3,457,8.5173931714189,1,82,"E","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 292",726798,"MISSION FIELD AIRPORT",2012,10,18,292,"2012-10-18",1415.2,6.3,-9.5,16.1,6.8,12.4,0,0,0,0,0,0,0.3,1,30
"3033","25-Oct-12",3275,"2012_MT-CES-000515_PINE CREEK",NA,NA,1,NA,2012,"MT-CES-000515","MT",299,830,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8810,"ACRES","WF","PZ","Jeff Shanafelt","5","Type 4 IC","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",90,"P",NA,0,"FEET",NA,"9-Sep-12",NA,2,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,19,"SW",16,14,10,284,68,69,10,"Low","Extreme",NA,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"NFS",1,0,5,3,457,8.5173931714189,1,82,"E","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 299",726798,"MISSION FIELD AIRPORT",2012,10,25,299,"2012-10-25",1415.2,-1.8,-5.4,12.9,4.7,7.2,0,0,1,0,0,0,0.4,0.5,80
"3034","1-Nov-12",3285,"2012_MT-CES-000515_PINE CREEK",NA,NA,1,NA,2012,"MT-CES-000515","MT",306,1600,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8815,"ACRES","WF","PZ","Jeff Shanafelt","5","Type 4 IC","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",90,"P",NA,0,"FEET",NA,"9-Sep-12",NA,2,0,0,"N","N","N","N",217,"SW",36,32,31,89,32,32,259,"SW",34,25,20,198,32,33,10,"Low","Extreme",NA,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"NFS",1,0,5,3,457,8.5173931714189,1,82,"E","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 306",726798,"MISSION FIELD AIRPORT",2012,11,1,306,"2012-11-01",1415.2,11.9,-1,16.1,6.2,14.9,0,0,0,0,0,0,0.6,1.4,42.9
"3035","7-Nov-12",3291,"2012_MT-CES-000515_PINE CREEK",NA,NA,1,NA,2012,"MT-CES-000515","MT",312,2100,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8815,"ACRES","WF","PZ","Jeff Shanafelt","5","Type 4 IC","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",90,"P",NA,NA,"FEET",NA,"9-Sep-12",NA,2,0,0,"N","N","N","N",189,"SW",46,38,37,78,27,27,97,"SW",13,13,9,300,79,82,10,"Low","Extreme",NA,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"NFS",1,0,5,3,457,8.5173931714189,1,82,"E","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 312",726798,"MISSION FIELD AIRPORT",2012,11,7,312,"2012-11-07",1415.2,15.7,-1.1,16.1,13.2,17,0,0,0,0,0,0,0.6,1.8,33.3
"3036","15-Nov-12",3293,"2012_MT-CES-000515_PINE CREEK",NA,NA,1,NA,2012,"MT-CES-000515","MT",320,1400,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"U",8815,"ACRES","WF","PZ","Todd Opperman","5","Type 4 IC","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",98,"P",NA,0,"FEET",NA,"9-Sep-12",NA,2,0,0,"N","N","N","Y",144,"SE",21,20,19,120,55,55,44,"se",20,17,12,261,53,54,10,"Low","Extreme",NA,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"NFS",1,0,5,3,457,8.5173931714189,1,82,"E","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 320",726798,"MISSION FIELD AIRPORT",2012,11,15,320,"2012-11-15",1415.2,1.7,-5.2,16.1,5.4,9.8,0,0,0,0,0,0,0.4,0.7,57.1
"3037","19-Nov-12",3294,"2012_MT-CES-000515_PINE CREEK",NA,NA,1,NA,2012,"MT-CES-000515","MT",324,1400,"PINE CREEK",2012,"29-Aug-12",242,"29-Aug-12",242,"F",8815,"ACRES","WF","PZ","Todd Opperman","5","Type 4 IC","H","Human","Park",45.496944,110.566667,NA,"MT","CES(MT-BZC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-BZC)",100,"P","19-Nov-12",0,"FEET","19-Nov-12","9-Sep-12","19-Nov-12",2,0,0,"N","N","N","N",144,"SE",33,30,29,133,67,67,238,"se",18,15,11,279,63,64,10,"Low","Extreme",NA,NA,"State","MT","MT","G",12000,"G",8.5173931714189,"NFS",1,0,5,3,457,8.5173931714189,1,82,"E","2012_MT-CES-000515_PINE CREEK",45.496944,-110.566667,726798,"MISSION FIELD AIRPORT","726798 2012 324",726798,"MISSION FIELD AIRPORT",2012,11,19,324,"2012-11-19",1415.2,6.8,-3.3,16.1,8.5,18,0,0,0,0,0,0,0.5,1,50
"3038","22-Jul-12",1691,"2012_MT-CES-0062_MISSION ROAD",NA,NA,NA,NA,2012,"MT-CES-0062","MT",204,1627,"MISSION ROAD",2012,"22-Jul-12",204,"22-Jul-12",204,"I",250,"ACRES","WF","FS","B. Kroll","3","Type 3 Team","N","N/A","Cascade",47.241667,112.0075,NA,"MT","CES(MT-HDC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-HDC)",5,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"Y","N","Y","N",127,"SW",123,73,73,46,14,14,97,"sw",246,66,61,102,14,15,2,"Extreme","Extreme",NA,NA,"State","MT","MT","D",3250,"F",5.52545293913178,"FS",0,0,3,1,458,5.52545293913178,3,8,"D","2012_MT-CES-0062_MISSION ROAD",47.241667,-112.0075,727760,"GREAT FALLS","727760 2012 204",727760,"GREAT FALLS",2012,7,22,204,"2012-07-22",1130.5,23.1,5.4,15.9,4.5,9.3,0,0,0,0,0,0,0.9,2.8,32.1
"3039","22-Jul-12",1696,"2012_MT-CES-0062_MISSION ROAD",NA,NA,NA,NA,2012,"MT-CES-0062","MT",204,2000,"MISSION ROAD",2012,"22-Jul-12",204,"22-Jul-12",204,"I",250,"ACRES","WF","FS","B. Kroll",NA,NA,"L","Lightning","Lewis& Clark",47.241667,112.0075,NA,"MT","CES(MT-HDC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-HDC)",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","Y","N",127,"SW",123,73,73,46,14,14,370,NA,NA,NA,NA,NA,NA,NA,2,"Medium","Medium",NA,NA,"State","MT","MT","D",3250,"F",5.52545293913178,"FS",0,0,NA,1,458,5.52545293913178,3,8,NA,"2012_MT-CES-0062_MISSION ROAD",47.241667,-112.0075,727760,"GREAT FALLS","727760 2012 204",727760,"GREAT FALLS",2012,7,22,204,"2012-07-22",1130.5,23.1,5.4,15.9,4.5,9.3,0,0,0,0,0,0,0.9,2.8,32.1
"3040","22-Jul-12",1697,"2012_MT-CES-0062_MISSION ROAD",NA,NA,NA,NA,2012,"MT-CES-0062","MT",204,2010,"MISSION ROAD",2012,"22-Jul-12",204,"22-Jul-12",204,"I",250,"ACRES","WF","FS","B. Kroll","3","Type 3 Team","L","Lightning","Cascade",47.241667,112.0075,NA,"MT","CES(MT-HDC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-HDC)",5,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","Y","N",127,"SW",123,73,73,46,14,14,203,"sw3",246,66,61,102,14,15,2,"Extreme","Extreme",NA,NA,"State","MT","MT","D",3250,"F",5.52545293913178,"FS",0,0,3,1,458,5.52545293913178,3,8,"D","2012_MT-CES-0062_MISSION ROAD",47.241667,-112.0075,727760,"GREAT FALLS","727760 2012 204",727760,"GREAT FALLS",2012,7,22,204,"2012-07-22",1130.5,23.1,5.4,15.9,4.5,9.3,0,0,0,0,0,0,0.9,2.8,32.1
"3041","23-Jul-12",1703,"2012_MT-CES-0062_MISSION ROAD",NA,NA,NA,NA,2012,"MT-CES-0062","MT",205,1900,"MISSION ROAD",2012,"22-Jul-12",204,"22-Jul-12",204,"U",3150,"ACRES","WF","FS","Huston","3","Type 3 Team","L","Lightning","Cascade",47.241667,112.0075,NA,"MT","CES(MT-HDC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-HDC)",15,"P",NA,320,"CHAINS",NA,NA,NA,0,0,0,"Y","N","N","N",197,"SW",133,78,78,21,9,9,203,"W",232,63,58,64,11,12,2,"Extreme","Extreme",1,NA,"State","MT","MT","F",3250,"F",5.52545293913178,"FS",0,0,3,1,458,5.52545293913178,3,8,"D","2012_MT-CES-0062_MISSION ROAD",47.241667,-112.0075,727760,"GREAT FALLS","727760 2012 205",727760,"GREAT FALLS",2012,7,23,205,"2012-07-23",1130.5,27.4,7.3,15.9,5.9,9.8,0,0,0,0,0,0,1,3.6,27.8
"3042","24-Jul-12",1698,"2012_MT-CES-0062_MISSION ROAD",NA,NA,NA,NA,2012,"MT-CES-0062","MT",206,1930,"MISSION ROAD",2012,"22-Jul-12",204,"22-Jul-12",204,"U",3250,"ACRES","WF","FS","Parks","3","Type 3 Team","L","Lightning","Cascade",47.241667,112.0075,NA,"MT","CES(MT-HDC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-HDC)",50,"P","26-Jul-12",2,"MILES",NA,NA,NA,0,0,0,"N","Y","N","N",189,"W",138,82,82,27,10,10,19,"North West",250,67,62,23,7,8,2,"Medium","Extreme",1,NA,"State","MT","MT","F",3250,"F",5.52545293913178,"FS",0,0,3,1,458,5.52545293913178,3,8,"D","2012_MT-CES-0062_MISSION ROAD",47.241667,-112.0075,727760,"GREAT FALLS","727760 2012 206",727760,"GREAT FALLS",2012,7,24,206,"2012-07-24",1130.5,22.2,-1.5,15.9,NA,NA,0,0,0,0,0,0,0.5,2.7,18.5
"3043","25-Jul-12",1722,"2012_MT-CES-0062_MISSION ROAD",NA,NA,NA,NA,2012,"MT-CES-0062","MT",207,2030,"MISSION ROAD",2012,"22-Jul-12",204,"22-Jul-12",204,"U",3250,"ACRES","WF","FS","Parks","3","Type 3 Team","L","Lightning","Cascade",47.241667,112.0075,NA,"MT","CES(MT-HDC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-HDC)",80,"P","26-Jul-12",0,"CHAINS","28-Jul-12","28-Jul-12",NA,0,1,0,"N","N","N","N",127,"NW",123,73,73,17,8,8,19,"NW",246,66,61,120,18,19,2,"Low","Extreme",NA,NA,"State","MT","MT","F",3250,"F",5.52545293913178,"FS",0,0,3,1,458,5.52545293913178,2,8,"D","2012_MT-CES-0062_MISSION ROAD",47.241667,-112.0075,727760,"GREAT FALLS","727760 2012 207",727760,"GREAT FALLS",2012,7,25,207,"2012-07-25",1130.5,20.7,5.2,15.9,3.4,6.7,0,0,0,0,0,0,0.9,2.4,37.5
"3044","26-Jul-12",1731,"2012_MT-CES-0062_MISSION ROAD",NA,NA,NA,NA,2012,"MT-CES-0062","MT",208,2005,"MISSION ROAD",2012,"22-Jul-12",204,"22-Jul-12",204,"U",3250,"ACRES","WF","FS","Parks","3","Type 3 Team","L","Lightning","Cascade",47.241667,112.0075,NA,"MT","CES(MT-HDC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-HDC)",100,"P","26-Jul-12",0,"CHAINS","2-Aug-12","27-Jul-12",NA,1,0,0,"N","N","N","N",161,"E",132,77,77,62,21,21,19,"West",260,70,65,76,12,13,2,"Low","Extreme",NA,NA,"State","MT","MT","F",3250,"F",5.52545293913178,"FS",0,0,3,1,458,5.52545293913178,2,8,"D","2012_MT-CES-0062_MISSION ROAD",47.241667,-112.0075,727760,"GREAT FALLS","727760 2012 208",727760,"GREAT FALLS",2012,7,26,208,"2012-07-26",1130.5,20.1,8.1,15.9,NA,NA,0,0,0,0,0,0,1.1,2.4,45.8
"3045","30-Jul-12",1753,"2012_MT-CES-0062_MISSION ROAD",NA,NA,NA,NA,2012,"MT-CES-0062","MT",212,1845,"MISSION ROAD",2012,"22-Jul-12",204,"22-Jul-12",204,"F",3250,"ACRES","WF","FS","Parks","3","Type 3 Team","L","Lightning","Cascade",47.241667,112.0075,NA,"MT","CES(MT-HDC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-HDC)",100,"P","26-Jul-12",NA,"CHAINS","2-Aug-12","27-Jul-12",NA,1,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Low","Extreme",NA,NA,"State","MT","MT","F",3250,"F",5.52545293913178,"FS",0,0,3,1,458,5.52545293913178,2,8,"D","2012_MT-CES-0062_MISSION ROAD",47.241667,-112.0075,727760,"GREAT FALLS","727760 2012 212",727760,"GREAT FALLS",2012,7,30,212,"2012-07-30",1130.5,24.6,5.6,15.9,NA,NA,0,0,0,0,0,0,0.9,3.1,29
